CTAS,GOOG,HAS,HOLX,IDXX,JBHT,KLAC,LILA,LILAK,SHPG
124.8,871.22,101.42,44.61,162.83,90.89,101.33,21.88,22.43,175.69999999999996
124.8304,871.25,101.43,44.62,162.71,90.91,,21.8899,22.42,175.735
124.81,871.2744,101.4,44.61,162.68,90.87,101.32,21.87,22.415,175.66
124.81,871.35,101.38,44.6147,,90.84,101.32,,22.41,
124.88,871.47,101.38,44.62,162.75,90.85,101.32,21.87,22.42,175.72999999999996
124.8796,871.26,101.36000000000001,44.62,162.72999999999996,90.86000000000001,101.3,,22.42,
,871.2999999999998,101.38,44.62,162.7088,90.9098,101.3,21.88,22.43,175.72999999999996
124.87,871.19,101.4366,44.62,162.84,90.89,101.305,21.91,22.44,175.72
124.91,871.1599999999999,101.4,44.62,162.8,90.92,101.275,21.89,22.43,175.68
124.86000000000003,871.068,101.41,44.625,162.815,90.92,101.28,21.85,,175.66
124.8,871.1699999999998,101.36000000000001,44.62,162.79,90.89,101.26,,22.41,175.66
124.7706,871.58,101.4,44.6,162.69999999999996,90.865,101.21,21.83,22.4,175.61
124.81,871.7811,101.47,44.61,162.76,90.88,101.22,21.86,22.42,175.74
124.85,871.5299999999999,101.52,44.62,162.72,90.885,101.25,,22.42,175.79
124.86000000000003,871.76,101.51,44.615,162.75,90.89,101.25,21.85,22.4,175.8
124.88,871.89,101.54,44.61,162.77,90.92,101.28,21.87,22.41,175.71
124.88,871.81,101.53,,162.75,90.94,101.29,21.87,22.42,175.77
124.89,872.08,101.58,44.64,162.8,90.99,101.37,21.89,22.42,175.86
124.85,872.0,101.61000000000001,44.645,,90.95,101.31,21.88,22.44,175.86
124.84,871.85,101.61000000000001,44.65,162.8,90.9572,101.29,,22.44,175.91
124.91,872.1563,101.63,44.65,162.81,90.99,101.32,21.91,22.435,175.91
124.89,871.9099999999999,101.64,44.64,,90.98,101.29,,22.44,175.78
124.95,871.98,101.67,44.64,162.78,90.98,101.31,21.9,22.435,175.87
124.93,872.26,101.71,44.65,162.84,90.98,101.29,21.91,22.45,175.86
124.93,872.5,101.7,44.64,162.79,91.02,101.325,21.92,22.46,175.92
124.92,872.2999999999998,101.7,44.63,162.7973,91.0,101.32,21.93,22.465,175.96
124.9,871.9099999999999,101.64,44.63,162.71,90.97,101.29,21.94,22.465,175.9
124.97,872.35,101.63,44.63,162.76,91.01,101.3,21.91,22.45,175.935
124.96,872.45,101.6,44.62,162.78,91.03,101.32,,22.45,175.97999999999996
125.0,872.36,101.6002,44.62,162.76,90.98,101.39,,22.4561,175.97
124.97,872.0399999999998,101.59,44.6,162.76,90.97,101.32,21.94,22.47,176.02
124.97,871.86,101.59,44.62,162.8,90.98,101.33,21.94,22.47,176.06
124.94,871.58,101.6,44.61,162.71,90.92,101.27,21.94,22.47,175.97999999999996
124.96,871.86,101.61000000000001,44.62,162.66,90.93,101.1,21.93,22.48,176.05
124.93,871.94,101.62,44.615,,90.94,101.0,21.94,22.46,176.09
124.95,871.865,101.6,44.63,162.69,90.94,101.0,21.93,22.45,176.1
124.89,871.6172,101.61000000000001,44.64,162.77,90.93,101.02,,22.46,176.0645
124.93,871.85,101.53,44.635,162.79,90.95,100.99,,22.475,176.13
124.88,871.6469999999999,101.47,44.64,162.76,90.92,100.93,21.93,22.47,176.10499999999996
124.87,871.6699999999998,101.46,44.6338,,90.93,100.97,21.9,22.43,176.11
124.87,871.83,101.43,44.6325,162.84,90.94,101.06,,22.41,176.07
124.88,871.84,101.43,44.62,,90.97,101.02,21.93,22.435,175.97999999999996
124.92,872.07,101.43,44.625,162.87,90.98,101.0,21.93,22.46,176.01
124.84,871.5,101.42,44.61,162.8,90.9275,100.95,21.9268,22.45,175.96
124.73,871.14,101.35,44.6,162.67,90.92,100.93,21.905,22.43,175.88
124.76,871.46,101.315,44.6,162.69999999999996,90.97,100.92,21.89,22.43,175.88
124.74,871.305,101.31,44.605,162.715,91.01,100.96,,22.42,175.92
124.7,871.56,101.27,44.58,162.75,91.02,100.92,21.91,22.42,175.94999999999996
124.62,871.2,101.17,44.57,162.69999999999996,90.9675,100.855,21.89,22.4,175.94
124.63,871.4199999999998,101.17,44.565,162.785,91.03,100.89,,22.4,175.92
124.59,871.0399999999998,101.06,44.55,162.77,90.98,100.86000000000001,21.9,22.41,175.77
124.53,871.02,101.1,44.525,162.72,90.93,100.8,,22.41,175.79
124.6,871.35,101.16,44.52,162.75,90.96,100.86000000000001,21.92,22.42,175.76
124.5948,871.48,101.16,44.52,162.72999999999996,90.93,100.87,,22.43,175.75
124.59,871.63,101.08,44.54,162.72,90.92,100.89,,22.435,175.81
124.58,871.49,101.07,44.52,162.69999999999996,90.91,100.93,21.89,22.425,175.81
124.49,870.9239999999999,101.1,44.51,162.68,90.86000000000001,100.9,21.86,22.405,175.815
124.46,871.0403,101.08,44.515,162.72,90.83,100.85,21.88,22.4,175.81
124.45,871.5575,101.12,44.515,162.69999999999996,90.87,100.91,21.89,22.41,175.78
124.43,872.27,101.14,44.535,162.79,90.9,100.92,,22.42,175.83
124.39,872.39,101.09,44.53,162.92,90.82,100.82,21.9,22.45,175.83
124.32,872.6499999999999,101.09,44.565,162.9,90.76,100.81,21.94,22.475,175.84
124.33,872.63,101.0899,44.565,162.87,90.81,100.78,21.87,22.45,175.8
124.315,872.745,101.12,44.58,162.83,90.81,100.81,21.87,22.45,175.9
124.26,872.466,101.07,44.575,162.78,90.755,100.79,,22.44,175.85
124.24,871.73,101.02,44.57,162.78,90.71,100.73500000000001,21.898000000000003,22.44,175.84
124.32,872.0299999999999,101.04,44.575,162.83,90.74,100.81,21.88,22.44,175.85
124.29,872.21,100.995,44.57,162.81,90.79,100.82,21.898000000000003,22.43,175.83
124.25,871.62,100.97,44.575,162.79,90.8,100.76,21.83,22.41,175.83
124.23,871.77,101.03,44.575,162.76,90.75,100.7599,21.86,22.405,175.76
124.23,871.6239999999999,101.04,44.6,162.82,90.76,100.8,21.84,22.41,175.75
124.16,873.46,100.81,44.67,162.75,90.91,101.64,21.92,22.4,177.03
124.03,871.8999999999999,100.999,44.46,162.05,90.91,101.85,21.78,22.36,176.91
,870.74,100.6,44.525,162.5,,102.22730000000001,21.74,,176.86
,872.48,100.82,44.55,,91.5,101.44,21.69,22.31,176.66
,871.5499999999998,100.68,44.56,162.485,91.5,102.065,,22.26,176.64
124.435,870.94,100.76,44.52,162.525,91.46,102.2,,22.23,176.56
,871.48,,44.58,162.75,91.33,101.65,,22.22,176.69999999999996
124.55,871.7469999999998,100.54,44.58,162.65,90.89,101.44,,22.21,176.72999999999996
124.56,871.6975,,44.5625,162.595,,101.76,21.69,22.34,176.75
124.56,871.44,100.5474,44.57,162.44999999999996,,101.73,21.56,22.1,176.78
124.56,872.25,100.63,44.58,162.55,91.1145,101.68,21.52,22.08,176.81
124.6,872.38,100.61000000000001,,162.4,,101.94,21.495,22.02,176.78
124.6,872.555,100.6415,44.58,162.55,,101.915,21.4,21.97,176.72
124.8,872.9099999999999,100.94,44.57,162.36,,101.86000000000001,21.48,22.02,176.59
,873.145,,44.57,162.51,91.05,101.96,21.5,22.14,176.52
124.85,872.97,100.86000000000001,44.59,162.43,91.01,102.2,,22.11,176.46
124.89,872.48,100.87,44.605,162.42,91.06,102.23,21.59,22.17,176.53
125.0,872.3999999999999,100.79,44.6,162.5,91.2799,102.5,,22.12,176.94999999999996
125.0,872.5,100.77,44.585,162.62,91.215,102.35,21.55,22.13,177.03
124.99,871.885,100.8204,44.62,162.46,91.28,102.37,,22.1,177.17
124.9,871.8499,100.795,,,,102.42,21.55,22.14,177.17
,871.6,100.79,44.6,162.6392,91.28,102.28,,22.1,177.27
124.87,871.68,100.793,44.64,162.47,91.19,102.22,21.55,22.13,177.3277
,871.685,,44.67,162.53,91.23,102.236,,22.13,177.19999999999996
,871.5499999999998,100.87,44.665,,91.26,102.275,21.54,,177.19999999999996
124.7,871.0175,100.88,44.66,162.53,91.28,102.27,,22.17,177.21
124.68,871.2899,,44.69,162.49,91.24,102.265,,22.14,177.2718
124.67,872.0,100.83,44.69,162.49,91.12,102.17,,,177.44999999999996
124.78,872.46,100.875,44.68,162.515,90.97,102.15,,,177.37
124.78,872.4908,100.75,44.69,162.495,,102.05,21.5,22.1,177.53
124.79,872.22,100.83,44.73,162.35499999999996,90.99,102.1,,,177.4
124.785,872.27,100.7775,44.72,162.4,90.91,102.12,21.54,22.1,177.4
124.75,872.43,100.86000000000001,44.75,162.33,91.08,102.08,,22.1,177.29
124.75,872.49,100.99,44.76,,,102.16,21.56,22.15,177.19999999999996
124.83,872.085,100.99,44.77,162.3,91.095,102.14,21.56,22.135,177.03
124.96,872.2799999999999,100.99,44.77,162.27,91.15,102.22,,,177.1
124.97,872.61,101.01,44.79,162.26,91.19,102.24,21.6,,177.02
124.93,872.49,100.85,44.78,162.43,91.225,102.17,21.565,22.0899,177.01
124.77,872.145,100.75,44.79,162.41,91.19,102.2,,22.06,176.97
124.78,871.85,100.73,44.74,162.495,91.28,101.975,21.5562,,176.9665
124.82,872.32,100.73800000000001,44.77,162.4,91.4,102.18,21.5,22.06,176.915
124.88,872.84,100.71,44.79,162.465,91.3,102.45,21.5,22.04,176.92
124.81,872.9099999999999,100.68,44.81,162.467,91.28,102.03,,,176.96
124.815,873.3999999999999,100.68,44.8,162.32,91.3,102.115,21.5,,177.06
124.805,873.81,100.73,44.85,162.37,91.41,102.18,21.5,22.05,177.21
124.9,874.45,100.74,44.86,,91.46,102.17,21.5,22.05,177.14
124.925,874.47,100.72,44.86,162.375,91.55,102.195,21.49,22.06,177.13
124.925,874.21,100.7,44.84,162.43,91.4,102.32,21.49,22.03,177.14
124.88,873.73,100.67,44.82,162.53,91.42,102.38,21.5,22.04,177.09
124.77,873.94,100.629,44.86,162.5,91.47,102.46,21.5,22.05,177.09
124.83,873.9099999999999,100.58,44.87,162.525,91.43,102.59,21.477,22.01,176.92
124.82,874.0425,100.56,44.83,162.44999999999996,91.55,102.64,21.5,22.04,176.91
124.82,874.0,100.52,44.86,162.42,91.43,102.795,21.54,22.07,176.905
,873.98,100.59,44.87,162.43,91.41,102.96,21.56,22.08,176.97999999999996
124.89,874.07,100.635,44.87,162.38,91.37,102.695,21.58,22.09,177.0
124.865,873.9801,100.58,44.86,162.44999999999996,91.42,102.91,,22.1,176.985
124.86000000000003,874.39,100.51,44.85,162.46,91.41,102.96,21.59,22.09,177.05
124.75,874.6699999999998,100.51,44.82,162.4,91.4192,103.03,21.59,22.08,177.06
,874.35,100.48,44.83,162.43,91.33,102.98,,,177.0
124.78,874.0249999999999,100.45,44.79,162.37,91.34,102.995,21.6,22.09,176.99
124.71,873.93,100.49,44.78,162.32,91.38,103.05,21.57,22.09,177.02
124.76,874.485,100.55,44.7701,162.36,91.42,103.19,21.55,22.05,177.14
124.76,874.37,100.52,44.77,162.44,91.415,103.39,21.535,22.05,177.045
124.7,873.84,100.49,44.74,162.2675,91.315,103.18,21.54,22.04,177.0
124.66,874.215,100.45,44.775,162.305,91.3,103.26,21.56,22.05,177.04
124.71,874.37,100.43,44.78,162.3,91.34,103.4,21.57,22.04,177.05
,874.45,100.46,44.79,162.44,91.29,103.44,21.58,22.06,176.97999999999996
124.68,874.07,100.46,44.81,162.47999999999996,91.2,103.495,21.55,22.03,177.05
124.67,874.39,100.51,44.84,162.545,91.16,103.57,21.56,22.07,177.19999999999996
124.65,874.305,100.53,44.84,162.52,91.19,103.52,21.5425,22.07,177.28
124.6712,873.89,100.56,44.86,162.36,,103.52,21.57,,177.31
124.65,873.68,100.63,44.8,162.38,91.15,103.41,21.5899,22.07,177.34
124.67,873.51,100.67,44.8,162.39,91.125,103.475,21.57,22.065,177.25
124.675,873.6599999999999,100.63,44.8,162.31,91.17,103.39,21.565,22.07,177.31
124.675,873.5499999999998,100.67,44.79,162.29,91.2,103.32,21.58,22.08,177.29
124.73,873.34,100.69,44.82,162.28,91.18,103.0,,22.09,177.37
124.71,873.63,100.71,44.805,162.15,91.17,102.98,,,177.43
124.64,874.0,100.67,44.805,162.18,91.14,103.0,21.61,22.07,177.5
124.63,873.44,100.66,44.81,162.21,91.08,103.03,,22.07,177.44
124.54,872.96,100.63,44.81,162.22,91.06,102.95,21.57,22.07,177.44
124.5,872.455,100.54,44.76,162.01,91.0,102.89,21.55,22.065,177.36
124.4348,872.74,100.59,44.74,162.09,90.91,102.97,,22.045,177.4
124.29,872.46,100.49,44.72,161.99,90.88,102.9,21.52,22.02,177.53
124.24,872.6599999999999,100.46,44.73,162.15,,102.87,21.53,22.03,177.52
124.27,872.74,100.52,44.74,162.275,90.89,102.87,21.55,22.06,177.64
124.28,872.76,100.52,44.755,162.29,91.035,102.85,,22.05,177.77
,872.49,100.48,44.74,162.17,91.0,102.77,21.55,22.05,177.54
124.26,872.565,100.48500000000001,44.76,162.19,90.96,102.76,21.53,22.05,177.61
124.25,872.2749999999999,100.47,44.76,162.19999999999996,90.97,102.63,21.57,22.07,177.64
,872.5422999999998,100.42,44.75,162.1507,91.045,102.765,21.545,22.06,177.675
124.29,872.5399999999998,100.35,44.75,162.16,91.09,102.76,21.56,22.06,177.75
124.38,872.52,100.39,44.745,162.21,91.11000000000001,102.78,,22.05,177.83
124.37,872.59,100.375,44.77,162.26,91.15,102.72,21.56,22.05,177.88
,872.77,100.34,44.77,162.24,91.15,102.72,21.56,22.055,177.83
124.45,872.7999999999998,100.22,44.77,162.24,91.165,102.72,21.55,22.04,177.82
124.46,872.7700999999998,100.22,44.77,162.16,,102.72,21.54,22.02,177.88
124.47,873.22,100.19,44.77,162.12,91.17,102.81,21.54,,177.93
124.41,873.45,100.18,44.77,162.18,91.07,102.85,21.525,22.02,177.84
124.4,873.2899999999998,100.15,44.76,162.12,91.15,102.9,21.55,22.03,177.83
124.395,873.51,100.135,44.75,162.14,91.195,102.81,21.55,22.04,177.76
124.33,873.6599999999999,100.14,44.75,162.055,91.11000000000001,102.66,21.53,22.02,177.71
,874.0,100.17,44.7,162.02,,102.54,21.54,22.03,177.91
124.34,874.0764,,44.68,161.975,91.12,102.39,21.55,22.04,178.02
,874.1299,,44.69,162.0,91.15,102.34,,22.04,178.08
124.25,873.99,100.2,44.68,162.02,91.17,102.46,21.545,22.06,178.02
124.3,874.14,100.29,44.69,161.97999999999996,91.21,102.4,21.5625,22.07,
,873.9099999999999,100.17,44.7,161.9,91.15,102.418,,22.07,178.09
124.25,873.845,100.225,44.68,161.92,91.17,102.39,21.56,22.07,178.04
124.29,873.6,100.2,44.68,161.82,91.19,102.22,21.56,22.06,177.94999999999996
124.27,873.6699999999998,,44.65,161.68,91.25,102.2023,21.56,22.06,177.94
124.29,872.8999999999999,100.2348,44.65,161.78,91.27,102.17,,,
124.33,873.06,100.28,44.63,161.63,91.305,102.13,21.55,22.06,178.1
124.26,872.75,100.28,44.65,161.64,91.265,102.06,21.55,22.06,178.14
124.25,872.99,100.23,44.63,,91.19,102.37,,,178.22
124.23,873.1,100.23,44.64,161.66,91.21,102.49,21.55,,178.25
124.23,873.24,100.2,44.64,161.56,91.09,102.13,21.56,22.06,178.29
124.24,873.395,100.17,44.635,161.64,91.04,102.33,21.56,22.07,178.285
124.23,873.4099999999999,100.2,44.615,161.56,,102.32,21.56,22.07,178.3
124.28,873.454,100.25,44.62,161.61,91.08,102.36000000000001,21.56,,178.38
124.19,873.205,100.25,44.605,161.5049,91.02,102.45,,22.08,178.1
124.15,872.805,100.19,44.6,161.41,91.09,102.5,21.56,22.08,178.05
124.18,872.94,100.25,44.605,161.53,91.075,102.46,21.55,22.08,178.03
124.15,873.23,100.29,44.61,161.54,91.04,102.33,,,178.04
124.14,873.495,100.23,44.595,161.4,91.03,102.07,21.57,22.09,178.01
124.15,873.715,100.2398,44.595,161.41,91.05,102.09,21.55,22.1,178.04
,873.87,100.3167,44.61,161.44999999999996,91.04,102.112,21.58,22.1,178.1
124.19,873.87,100.33,,161.44,91.02,102.17,21.62,22.09,178.0508
124.18,873.5,100.3,44.6,161.31,91.04,102.26,21.62,,
124.19,873.38,100.31,44.595,161.27,90.995,102.2,21.61,22.1,178.15
124.1,873.0299999999999,100.28,44.59,161.31,91.01,102.07,21.62,22.09,178.15
124.09,872.7799999999999,,44.58,161.31,91.0,102.145,21.595,22.1,178.14
124.06,872.77,100.26,44.575,161.24,90.95,102.13,21.61,22.105,178.04
124.06,872.97,100.21,44.56,161.3,90.95,101.99,21.6,22.09,
124.0,872.71,100.205,44.545,161.22999999999996,90.94,101.92,21.6,22.09,177.94999999999996
123.98,873.0085,100.15,44.57,161.19,90.97,101.95,21.63,22.1,178.0
124.05,872.7840999999999,100.1,44.565,161.245,91.0,101.85,21.63,,
124.11000000000003,873.0399999999998,100.1,44.56,161.3,90.97,102.0,21.6,22.09,177.97
124.16,873.3843,100.13,44.57,161.365,91.0,102.05,21.63,22.11,
124.09,873.1,,44.575,161.32,90.93,102.005,,,178.02
,873.005,100.15,44.56,161.41,90.96,102.03,,22.11,178.03
124.11000000000003,873.01,100.13,44.57,161.35499999999996,90.98,102.045,,22.11,
124.1,873.0299999999999,100.14,44.57,161.39,90.95,102.03,21.63,22.12,178.25
124.07,872.93,100.05,44.58,161.41,90.83,102.025,21.6,22.12,178.12
,873.09,100.08,44.59,161.31,,102.21,,,178.13
,873.1139999999999,100.1,44.57,161.295,90.88,102.28,21.62,,178.07
,873.3999999999999,100.12,44.565,161.35499999999996,90.86000000000001,102.53,21.64,22.13,178.0396
124.1,873.44,100.16,44.56,161.455,90.93,102.54,,22.13,178.07
,873.4199999999998,100.15,44.58,161.41,90.98,102.605,,22.11,178.12
,873.385,100.11000000000001,44.57,161.55,90.98,102.635,21.6,,178.15
124.06,873.44,100.09,,161.52,90.9864,102.64,,22.1,178.185
124.06,873.6,100.1,44.575,161.62,90.97,102.63,,22.1,178.24
124.12,873.62,100.1,44.58,161.75,90.98,,21.62,22.12,178.24
124.22,873.31,,44.58,161.76,90.995,102.69,21.62,22.13,178.18
124.1614,873.26,100.15,44.58,161.72,91.04,102.71,21.62,22.13,
,873.21,100.13,44.59,161.67,91.03,102.68,21.62,22.0999,178.06
124.23,873.0,100.141,44.6,161.72999999999996,91.07,102.74,21.6,22.1,
124.22,872.95,100.13,44.59,161.69,91.02010000000001,102.71,21.58,22.1,
124.28,873.445,100.08,44.59,161.54,91.06,102.71,21.58,22.1,177.99
124.29,873.25,100.075,44.575,161.63,91.06,102.59,,22.1,177.94999999999996
,872.845,100.075,44.59,161.72999999999996,91.0,102.59,,22.0999,178.0
124.29,873.13,100.1,44.59,161.69,91.03,102.59,21.59,22.08,178.03
124.22,873.1155,,44.58,161.673,91.05,102.59,21.61,,177.92
124.21,873.13,100.1,44.585,161.77,90.98,102.57,,22.1,177.91
,873.22,100.105,44.57,161.76,90.99,102.6,21.619,22.1,177.94999999999996
124.17,873.096,100.135,44.57,161.84,90.99,102.675,21.585,22.08,177.99
124.15,873.145,100.075,44.55,,91.01,102.84,,,177.99
,873.2025,100.11000000000001,44.55,161.83,91.03,102.77,21.59,22.09,
,872.965,100.11000000000001,44.55,161.8,90.99,102.7086,21.6,22.09,
124.09,872.845,100.11000000000001,44.55,161.84,91.01,102.79,21.6,,177.97999999999996
124.08,872.685,100.11000000000001,44.55,161.89,91.02,102.84800000000001,,22.09,177.92
,872.7,100.08,44.57,162.01,91.02,102.845,,,177.96
124.05,872.62,100.09,,162.0,91.01,102.83,21.58,22.0999,
,872.7749999999999,100.06,44.5558,161.89,90.97,,,22.05,177.94
123.99,872.705,100.06,44.55,161.86,,102.75,,22.07,177.91
124.0,872.7799999999999,100.07,44.55,161.92,91.01,102.83,21.59,22.0722,177.91
123.97,872.595,100.07,44.56,161.885,90.96,102.88,,22.08,177.89
123.97,872.3556,100.02,,161.93,90.99,102.89,21.55,22.06,177.89
123.94,872.33,100.0236,44.545,161.85,90.99,103.06,21.555,22.04,
123.93,872.315,100.015,44.54,161.83,90.99,103.0499,21.565,22.05,
,872.47,100.01,,161.94,90.97,103.17,21.575,22.05,
123.99,872.4138,99.98,44.545,161.88,,103.1326,21.57,22.08,
,872.36,100.01,44.55,161.8,90.99,103.12,,22.065,
,872.2899999999998,99.99,44.55,161.84,91.01,103.15,21.6,22.09,177.84
123.98,872.13,100.025,44.55,161.84,91.04,103.095,21.58,22.1,177.83
123.97,872.08,100.02,44.56,,91.04,103.09,21.61,22.1,177.8522
123.94,872.34,99.99,44.59,161.85,90.99,103.12,21.63,22.1,177.82
123.94,872.58,99.98,44.59,161.9031,91.01,103.22,21.61,22.105,177.74
,872.6499999999999,99.96,44.6001,161.87,90.97,103.16,21.61,22.1,177.71
123.88,872.69,99.96,44.6,161.94,90.99,103.1,,22.1,177.74
123.91,872.686,99.96,44.61,162.11,90.99,103.06,,22.1,177.81
,872.88,99.95,44.63,,,103.1,21.61,22.095,177.79
123.92,873.07,99.98,44.66,162.18,91.02,103.22,21.61,22.1,
123.88,872.9113999999998,99.98,44.66,162.1598,91.01,103.26,,22.1,177.82
123.88,872.8999999999999,100.0,44.67,162.24,91.03,,,22.1,
,872.83,100.005,44.67,162.26,91.025,103.265,21.6,22.09,177.82
,872.6,100.005,44.66,162.24,91.0,103.24,,22.1,177.83
123.89,872.4099999999999,100.015,44.67,162.3099,91.0,103.24,21.61,22.1,177.9
123.99,872.6946,100.03,44.69,162.27,91.01,103.21,,22.09,
,872.48,,44.67,162.32,91.03,103.16,21.61,22.1,
,872.69,100.04,44.675,162.16,91.02,103.2,,,177.96
123.88,,99.99,44.68,162.21,91.02,103.2,,22.1,177.89
,872.57,100.01,44.67,162.3,91.02,,,22.12,177.96
,872.82,100.06,44.68,162.275,90.94,103.245,21.62,22.11,178.05
,872.69,100.06,44.68,162.31,90.97,103.29,21.63,22.14,
123.91,872.3910000000002,100.0677,44.68,162.35,,103.29,21.62,22.12,
123.96,872.34,100.08,44.69,,90.98,103.42,21.63,,
124.02,872.1599999999999,100.13,44.7,162.425,90.97,103.36000000000001,21.63,22.135,178.1
,872.69,100.145,44.715,162.43,90.97,103.38,21.65,22.14,178.0912
123.98,872.49,100.12,44.72,162.42,90.95,103.32,21.65,22.14,178.03
124.03,872.57,100.13,44.72,162.53,,103.33,21.62,22.13,178.135
124.1,872.86,100.14,44.75,162.6,90.965,103.32,21.61,22.12,
124.07,872.94,100.131,44.75,162.63,90.96,103.28,21.62,22.13,
124.1174,872.82,100.13,44.7395,162.53,90.92,103.165,,22.13,178.19
,872.89,100.12,44.73,162.5,,103.12,21.63,22.1292,178.18
124.08,872.7999999999998,100.12,44.715,162.51,90.97,103.05,21.65,22.14,178.21
124.0713,872.84,,44.72,162.44999999999996,90.96,103.03,21.65,22.14,178.1
124.075,872.7899999999998,100.13,44.71,162.43,90.95,103.01,21.6,22.11,178.07
124.03,872.61,100.125,44.71,162.35,90.94,102.97,,,
,872.6499999999999,100.14,44.71,162.32,90.98,102.975,,,178.14
124.0,872.6,100.11000000000001,44.7,162.3533,90.94,102.98,,,178.06
124.01,872.75,100.11000000000001,44.7,162.44,90.96,103.08,,22.1,178.08
123.97,872.59,100.12,44.7,162.46,90.96,103.055,21.63,22.12,178.06
124.01,872.6310000000002,100.1334,44.68,162.4901,91.02,,21.64,22.13,178.1
124.0299,872.735,,44.72,162.47,91.01,103.0452,,,178.12
124.03,872.6499999999999,100.13,44.71,162.5,91.0,,,22.12,178.13
123.99,872.6972,100.12,44.72,162.53,,102.98,21.62,22.11,178.15
123.95,872.52,100.12,44.715,162.58,90.97,102.975,,22.11,
,872.327,100.0999,44.71,162.62,90.98,102.935,,22.11,178.19999999999996
123.96,872.3587,100.11000000000001,44.71,162.6,91.0,102.97,,22.11,
,872.2239999999999,100.1,44.712,162.56,91.035,102.915,21.62,22.125,178.13
123.92,872.2899999999998,100.08,44.71,162.55,91.025,102.92,,,178.12
123.8901,872.19,100.08,44.71,,91.03,102.91,21.63,22.125,
123.89,872.22,100.09,44.71,162.62,91.0,102.955,21.64,22.13,178.01
123.84,871.98,100.0996,44.7,162.5748,90.98,102.98,,22.13,177.94
123.84,872.2899999999998,100.06,44.7,162.61,91.02,102.98,21.64,22.13,178.01
123.87,872.2226,100.085,44.695,162.555,91.01,102.92,,,
,872.5399999999998,100.05,44.695,162.47,91.0,102.92,,,
123.87,872.176,,44.69,,91.02,103.065,21.62,22.11,
,872.21,100.07,44.7,162.47,90.97,103.06,,,
,871.99,100.06,44.695,162.5135,90.98500000000001,103.03,21.6,,
,871.88,,44.69,162.5,90.995,103.04,21.59,22.09,177.92
123.89,871.6549999999999,100.03,44.69,162.49,91.01,102.99,,22.11,177.93
123.89,871.46,100.0175,44.68,162.47999999999996,91.01,102.975,21.61,22.1,177.96
123.84,871.25,99.99,44.67,162.464,,102.97,21.6279,,
123.83,871.47,99.9855,44.6679,162.43,91.02,102.93,21.63,22.09,177.86
123.8405,871.59,,44.67,162.43,91.01,102.91,21.6,22.08,
,871.57,99.99,44.67,162.41,91.0,102.9,21.6,22.09,177.88
,871.63,99.99,44.66,162.44999999999996,90.98,102.92,21.61,,177.91
,871.681,100.0,44.66,162.53,,103.07,21.59,,177.86
,871.59,100.0,44.67,162.515,91.01,103.035,21.61,22.1,
123.77,871.5734999999999,99.98,44.67,162.47,91.0,103.03,21.62,,177.85
123.76,871.6,100.0,44.67,162.46,91.0,103.1,21.62,22.11,177.83
123.78,871.59,100.01,44.685,162.46,91.0,103.11000000000001,21.63,22.11,177.84
,871.64,100.0,44.67,162.43,90.98,103.075,,,
123.78,871.6599999999999,99.98,44.655,162.4059,91.0,103.025,21.64,22.115,177.85
123.77,871.5425,99.95,44.67,162.37,,102.98,21.62,22.11,177.77
123.79,871.455,99.95,44.675,162.41,90.99,103.06,,22.105,177.86
,871.6599999999999,99.96,44.67,162.47999999999996,90.99,103.053,,22.09,177.82
123.78,871.7999999999998,99.98,44.65,162.46,91.0,103.09,21.59,22.08,177.795
123.76,871.44,99.99,44.65,162.47999999999996,90.995,103.15,21.6,22.09,177.76
123.77,871.33,100.0,44.65,162.5,91.01,103.15,,22.08,
123.77,871.58,100.04,44.65,,91.015,103.1,,22.08,
,871.46,99.97,44.64,,91.01,103.0667,,22.07,177.65
,871.265,99.97,44.65,162.5,91.01,103.05,21.585,22.06,177.66
123.785,871.25,99.93,,162.44999999999996,91.0,103.02,21.59,22.07,177.72999999999996
123.78,871.49,99.95,44.65,162.44999999999996,91.03,103.24,21.58,,177.64
,871.49,99.94,,162.44999999999996,91.01,103.135,,,
,871.5499999999998,99.945,44.64,162.475,91.01,103.135,,22.06,177.59
123.74,871.32,99.905,44.63,162.44999999999996,91.013,103.22,,,177.61
123.7,871.3201,99.87,44.615,162.42,,103.23500000000001,21.6,22.08,177.68
123.685,870.77,99.9,44.61,162.415,91.02,103.28,21.59,22.09,177.68
123.77,870.88,99.87,44.61,162.44,91.01,103.33,21.6,,177.72
123.78,870.89,99.88,44.62,162.49,91.02,103.39,21.6,22.1,177.78
123.8,871.2,99.88,44.615,162.42,91.01,103.35,21.6,,177.7474
123.79,871.08,99.86000000000003,44.61,162.46,91.02,103.355,21.6,22.09,
123.78,870.86,99.87,44.61,162.465,91.01,103.309,21.57,22.11,
123.84,870.95,99.78,44.61,162.47,91.01,103.45,21.55,22.12,177.72
123.88,870.8990999999999,99.74,44.61,162.54,91.129,103.43,21.55,22.11,177.71
123.83,870.76,99.73,44.6,162.53,91.18,103.42,21.6,22.12,
123.84,870.75,99.75,44.6,162.58,91.1,103.39,21.56,22.11,177.7499
,870.8999999999999,99.76,44.61,162.62,91.12,103.405,21.55,22.11,
,870.99,99.76,44.61,162.69999999999996,91.17,103.36000000000001,,,177.78
,871.11,99.775,44.61,162.71,,103.44,21.57,22.11,177.75
